t,v_bus_2,v_bus_7,v_bus_9,q_bus_2,q_bus_7,q_bus_9,F_paper_like
3426,0.9822474488618212,0.9542416611675127,0.9499353706794558,-5.0,-5.0,-0.75,0.25527022287681295
3427,0.9822412099377126,0.954223263253892,0.94991384501616,-5.0,-5.0,-0.75,0.25527225358633204
3428,0.9825173463207096,0.9551534543672098,0.9510924938300211,-5.0,-5.0,-0.5,0.2536043999973152
3429,0.9825111187390728,0.9551350955133484,0.9510710168142626,-5.0,-5.0,-0.5,0.25360638300897265
3430,0.9825048906914656,0.9551167352304404,0.951049538105751,-5.0,-5.0,-0.5,0.2536083670128761
3431,0.9824986616945623,0.9550983720936188,0.9510280560376024,-5.0,-5.0,-0.5,0.2536103521632903
3432,0.9824924335663148,0.9550800114622164,0.9510065768794168,-5.0,-5.0,-0.5,0.25361233788086845
3433,0.9824862042815494,0.955061647365979,0.9509850936468972,-5.0,-5.0,-0.5,0.2536143248113653
3434,0.9824799751980332,0.9550432838076232,0.9509636110226146,-5.0,-5.0,-0.5,0.2536163125219024
3435,0.9824737458324432,0.9550249193622912,0.950942127339696,-5.0,-5.0,-0.5,0.2536183011667344
3436,0.9824675160006024,0.955006553487007,0.9509206419629344,-5.0,-5.0,-0.5,0.25362029080481857
3437,0.9824612859096148,0.954988186792312,0.9508991556065683,-5.0,-5.0,-0.5,0.253622281370168
3438,0.982455056227006,0.9549698212461112,0.9508776705727592,-5.0,-5.0,-0.5,0.2536242726494815
3439,0.9824488253874446,0.954951452233684,0.9508561814629451,-5.0,-5.0,-0.5,0.2536262651432687
3440,0.982442594518825,0.9549330830801316,0.9508346921670112,-5.0,-5.0,-0.5,0.2536282584911026
3441,0.98243636382834,0.9549147143962776,0.9508132033995323,-5.0,-5.0,-0.5,0.2536302526266777
3442,0.9824301324411296,0.9548963436029374,0.9507917121432228,-5.0,-5.0,-0.5,0.25363224783010796
3443,0.982423900794562,0.9548779719895027,0.9507702199064844,-5.0,-5.0,-0.5,0.2536342439615577
3444,0.9824176690958284,0.954859600166789,0.9507487274038822,-5.0,-5.0,-0.5,0.25363624095473153
3445,0.98241143716071,0.9548412275916917,0.9507272340000568,-5.0,-5.0,-0.5,0.2536382388687311
3446,0.9824052045056088,0.9548228528384805,0.9507057380270916,-5.0,-5.0,-0.5,0.25364023785879836
3447,0.9823989722588016,0.954804479233468,0.9506842433763188,-5.0,-5.0,-0.5,0.25364223756313525
3448,0.9823927393149484,0.95478610351794,0.9506627462354768,-5.0,-5.0,-0.5,0.25364423833647337
3449,0.982380107742348,0.9547488369252582,0.9506191421956596,-5.0,-5.0,-0.5,0.2536482987401403
3450,0.9823705847053392,0.954720747583372,0.950586277691268,-5.0,-5.0,-0.5,0.2536513614677224
3451,0.9823643501153504,0.9547023667632554,0.9505647744830183,-5.0,-5.0,-0.5,0.2536533666228097
3452,0.9823581159566224,0.9546839871590148,0.9505432726761216,-5.0,-5.0,-0.5,0.25365537248499637
3453,0.9823518817454668,0.9546656073446388,0.9505217706023236,-5.0,-5.0,-0.5,0.25365737920984277
3454,0.9823359592664296,0.9546186174546792,0.9504667858740348,-5.0,-5.0,-0.5,0.25366251375920534
3455,0.9823277708776628,0.9545944666241476,0.95043852984337,-5.0,-5.0,-0.5,0.2536651547336923
3456,0.9823215356279644,0.9545760834794056,0.9504170237711512,-5.0,-5.0,-0.5,0.2536671659131669
3457,0.9823152992197576,0.9545576968634544,0.950395513616944,-5.0,-5.0,-0.5,0.2536691783126836
3458,0.9823090630123616,0.9545393107839192,0.9503740040691872,-5.0,-5.0,-0.5,0.25367119149381334
3459,0.982297860922362,0.9545062607950802,0.9503353333409637,-5.0,-5.0,-0.5,0.2536748125745612
3460,0.982290613123116,0.9544848874017196,0.9503103276797646,-5.0,-5.0,-0.5,0.2536771556968408
3461,0.9822873746206648,0.9544753392859328,0.9502991574680992,-5.0,-5.0,-0.5,0.2536782027896702
3462,0.9822841348957966,0.9544657875510636,0.9502879830168254,-5.0,-5.0,-0.5,0.2536792505061353
3463,0.9822808962530478,0.954456238991616,0.9502768122747436,-5.0,-5.0,-0.5,0.25368029810097253
3464,0.98228684380665,0.9544738148077052,0.9502973847335824,-5.0,-5.0,-0.5,0.2536783697024073
3465,0.9822836584663932,0.9544644236508896,0.9502863982025668,-5.0,-5.0,-0.5,0.25367939983722737
3466,0.9822774167248728,0.9544460077209452,0.9502648501168842,-5.0,-5.0,-0.5,0.25368142065219995
3467,0.982267939367195,0.9544180377787392,0.950232121089424,-5.0,-5.0,-0.5,0.2536844915127418
3468,0.9822646996821834,0.9544084860712804,0.9502209466360528,-5.0,-5.0,-0.5,0.2536855405867432
3469,0.9822614606184484,0.954398936180542,0.9502097743023524,-5.0,-5.0,-0.5,0.2536865896879399
3470,0.9822582210235464,0.95438938470872,0.9501986001132612,-5.0,-5.0,-0.5,0.25368763918958864
3471,0.982254981127945,0.9543798323353052,0.9501874248637076,-5.0,-5.0,-0.5,0.2536886890171166
3472,0.9822517416231432,0.9543702810990876,0.9501762509388568,-5.0,-5.0,-0.5,0.2536897389464478
3473,0.9822485020481434,0.9543607296408786,0.9501650767486034,-5.0,-5.0,-0.5,0.25369078912696014
3474,0.9822452617113906,0.9543511759217144,0.9501538999075748,-5.0,-5.0,-0.5,0.25369183978292564
3475,0.9822420219959644,0.9543416240194276,0.9501427251864027,-5.0,-5.0,-0.5,0.2536928904659068
3476,0.9822387824408518,0.9543320725747816,0.9501315509949266,-5.0,-5.0,-0.5,0.25369394132533496
3477,0.9822355416628732,0.9543225175096286,0.9501203725621356,-5.0,-5.0,-0.5,0.2536949928100049
3478,0.9822323019673148,0.95431296562084,0.950109197839662,-5.0,-5.0,-0.5,0.25369604417197256
3479,0.9822290619709968,0.9543034128302672,0.9500980220564956,-5.0,-5.0,-0.5,0.2536970958600328
3480,0.982225821212806,0.9542938577783576,0.9500868436220976,-5.0,-5.0,-0.5,0.2536981480239745
3481,0.982222581076002,0.9542843045435138,0.9500756673077798,-5.0,-5.0,-0.5,0.2536992002147165
3482,0.982219340868956,0.954274751086534,0.9500644907278858,-5.0,-5.0,-0.5,0.2537002526567991
3483,0.9822161001305384,0.9542651960478188,0.9500533122918196,-5.0,-5.0,-0.5,0.253701305500065
3484,0.9822128600135482,0.9542556428262948,0.9500421359759836,-5.0,-5.0,-0.5,0.2537023583699876
3485,0.9822096193651668,0.9542460880229716,0.9500309578038992,-5.0,-5.0,-0.5,0.2537034116411648
3486,0.9822063784159368,0.9542365323175778,0.9500197785707778,-5.0,-5.0,-0.5,0.2537044652387555
3487,0.9822031380881638,0.9542269784294688,0.9500086014579986,-5.0,-5.0,-0.5,0.2537055188628952
3488,0.9821998974595416,0.9542174236392884,0.9499974232841818,-5.0,-5.0,-0.5,0.2537065728134482
3489,0.9821966560688672,0.9542078665872,0.949986242458448,-5.0,-5.0,-0.5,0.2537076272405255
3490,0.9821934152996706,0.9541983113524592,0.9499750637531308,-5.0,-5.0,-0.5,0.2537086816940798
3491,0.9821931985026262,0.9541976854579136,0.9499743350446944,-5.0,-5.0,-0.5,0.2537087506755998
3492,0.9821961789434436,0.9542065005541014,0.9499846551234008,-5.0,-5.0,-0.5,0.25370777767942027
3493,0.9821929381655308,0.9541969452906662,0.9499734763835684,-5.0,-5.0,-0.5,0.2537088321685141
3494,0.982189697547932,0.9541873904848682,0.9499622981734236,-5.0,-5.0,-0.5,0.2537098868340527
3495,0.9821864559376212,0.9541778327370596,0.9499511165157016,-5.0,-5.0,-0.5,0.25371094205138
3496,0.9821860358410844,0.954176607762547,0.9499496870303502,-5.0,-5.0,-0.5,0.2537110772117812
3497,0.9821886859534036,0.9541844500446732,0.9499588693159094,-5.0,-5.0,-0.5,0.25371021114295883
3498,0.9821854440922282,0.9541748915516944,0.949947686784518,-5.0,-5.0,-0.5,0.25371126651235537
3499,0.982182203313782,0.954165336236051,0.9499365079646032,-5.0,-5.0,-0.5,0.25371232175794195
3500,0.9821789622344228,0.9541557800181314,0.9499253280834042,-5.0,-5.0,-0.5,0.25371337733017135
3501,0.9821757203928831,0.954146221537896,0.9499141455497996,-5.0,-5.0,-0.5,0.2537144333793855
3502,0.9821724794035142,0.9541366655552128,0.949902965932392,-5.0,-5.0,-0.5,0.2537154893796918
3503,0.9824502019280066,0.9550721688628746,0.951088145759424,-5.0,-5.0,-0.25,0.25267193745415256
3504,0.9824371644306054,0.9550336950548118,0.951043129505401,-5.0,-5.0,-0.25,0.2526760984711431
3505,0.9824319517306994,0.9550183211308274,0.951025143538604,-5.0,-5.0,-0.25,0.2526777621596481
3506,0.9824287158660724,0.9550087831203404,0.9510139864640444,-5.0,-5.0,-0.25,0.2526787945722863
3507,0.9824254792407676,0.9549992428527392,0.9510028267435746,-5.0,-5.0,-0.25,0.25267982745543177
3508,0.9824222432362816,0.9549897044001148,0.9509916691405192,-5.0,-5.0,-0.25,0.2526808603682329
3509,0.9824190073921286,0.954980166405145,0.9509805120671526,-5.0,-5.0,-0.25,0.2526818934575925
3510,0.9824157707872486,0.954970626152903,0.9509693523476864,-5.0,-5.0,-0.25,0.2526829270176368
3511,0.982412534342682,0.9549610863582522,0.9509581931578336,-5.0,-5.0,-0.25,0.25268396075431027
3512,0.982409298288716,0.9549515476999952,0.9509470352916248,-5.0,-5.0,-0.25,0.2526849945940011
3513,0.9824060614739638,0.9549420067842762,0.9509358747790893,-5.0,-5.0,-0.25,0.2526860289045897
3514,0.9824028250498124,0.9549324670049504,0.9509247155901972,-5.0,-5.0,-0.25,0.2526870633181952
3515,0.982399588555702,0.95492292700446,0.950913556136941,-5.0,-5.0,-0.25,0.25268809798198755
3516,0.982396351300736,0.9549133847462866,0.9509023940370936,-5.0,-5.0,-0.25,0.25268913311692615
3517,0.982393114666678,0.9549038443033712,0.9508912340549952,-5.0,-5.0,-0.25,0.2526901682811983
3518,0.982389878192954,0.9548943043181082,0.950880074602582,-5.0,-5.0,-0.25,0.2526912036220272
3519,0.9823866404976996,0.9548847607172424,0.9508689109151364,-5.0,-5.0,-0.25,0.25269223958158127
3520,0.9823834038840082,0.9548752202894903,0.950857750933803,-5.0,-5.0,-0.25,0.25269327542296005
3521,0.9823830620979708,0.9548742263681312,0.9508565918128546,-5.0,-5.0,-0.25,0.2526933832575835
3522,0.982385628667916,0.9548818189044692,0.9508654803054198,-5.0,-5.0,-0.25,0.25269255868420537
3523,0.9823823918037276,0.9548722777328332,0.950854319452029,-5.0,-5.0,-0.25,0.25269359467605157
3524,0.9823791548695496,0.9548627363399318,0.950843158334153,-5.0,-5.0,-0.25,0.2526946309181955
3525,0.9823759174047194,0.9548531933678832,0.9508319953633972,-5.0,-5.0,-0.25,0.252695667558174
3526,0.9823756667074632,0.9548524671115858,0.9508311491284024,-5.0,-5.0,-0.25,0.25269574637297515
3527,0.9823786981685192,0.954861429558241,0.950841639975085,-5.0,-5.0,-0.25,0.25269477259005046
3528,0.9823754606954564,0.9548518865590117,0.9508304769716148,-5.0,-5.0,-0.25,0.25269580926390833
3529,0.9823722233827074,0.9548423440173708,0.950819314497752,-5.0,-5.0,-0.25,0.25269684611439286
3530,0.9823689862302823,0.9548328019333496,0.9508081525535338,-5.0,-5.0,-0.25,0.2526978831414682
3531,0.9823678636532144,0.95482950137677,0.9508042938919048,-5.0,-5.0,-0.25,0.25269824183874845
3532,0.9823689778887352,0.9548328031666804,0.9508081607165376,-5.0,-5.0,-0.25,0.25269788283127886
3533,0.9823657408975408,0.9548232615423892,0.95079699930434,-5.0,-5.0,-0.25,0.2526989200346086
3534,0.9823599306311008,0.9548061237291734,0.9507769493083088,-5.0,-5.0,-0.25,0.25270078360955955
3535,0.9823561752884468,0.954795051913648,0.9507639973464064,-5.0,-5.0,-0.25,0.2527019879196232
3536,0.9823497719976144,0.9547761642651598,0.9507418999863376,-5.0,-5.0,-0.25,0.252704043142032
3537,0.9823400052501036,0.9547473486244338,0.9507081856979704,-5.0,-5.0,-0.25,0.2527071804141353
3538,0.9823367676300446,0.9547378050135392,0.9506970219114051,-5.0,-5.0,-0.25,0.25270821986057596
3539,0.9823335297095424,0.9547282605020466,0.9506858570656868,-5.0,-5.0,-0.25,0.25270925963152
3540,0.9823302912581782,0.954718714410738,0.9506746903662858,-5.0,-5.0,-0.25,0.2527102998010494
3541,0.9823270531975328,0.9547091694561846,0.950663524990958,-5.0,-5.0,-0.25,0.25271134007317464
3542,0.9823238148364046,0.9546996236009064,0.9506523585563246,-5.0,-5.0,-0.25,0.2527123806699454
3543,0.9823205761747734,0.95469007684484,0.9506411910623098,-5.0,-5.0,-0.25,0.25271342159143295
3544,0.9823173381342948,0.954680531904794,0.9506300256869514,-5.0,-5.0,-0.25,0.25271446254138014
3545,0.9823140995628898,0.9546709853847256,0.9506188584576636,-5.0,-5.0,-0.25,0.2527155038901437
3546,0.9823108606909524,0.9546614379637732,0.9506076901688796,-5.0,-5.0,-0.25,0.2527165455637305
3547,0.9823076222097636,0.95465189167967,0.9505965232042792,-5.0,-5.0,-0.25,0.2527175873398051
3548,0.9823043836584712,0.9546423451739324,0.950585355974748,-5.0,-5.0,-0.25,0.2527186293665848
3549,0.982301144345739,0.9546327964086534,0.9505741860963988,-5.0,-5.0,-0.25,0.2527196718666012
3550,0.9822979056542096,0.9546232494595512,0.9505630183368918,-5.0,-5.0,-0.25,0.2527207143948979
3551,0.9822897813012024,0.9545992785976704,0.9505349721296096,-5.0,-5.0,-0.25,0.2527233331662148
3552,0.9822765577906616,0.9545602533704628,0.9504893096771908,-5.0,-5.0,-0.25,0.2527275997168727
3553,0.982273318794432,0.9545507054107266,0.9504781406926226,-5.0,-5.0,-0.25,0.25272864407724305
3554,0.9822700794975644,0.9545411565497688,0.9504669706481518,-5.0,-5.0,-0.25,0.25272968876281315
3555,0.9822668394390456,0.9545316054285968,0.9504557979540568,-5.0,-5.0,-0.25,0.25273073392237533
3556,0.982263600001836,0.954522056123934,0.9504446273791995,-5.0,-5.0,-0.25,0.2527317791098379
3557,0.9822603604944556,0.954512506597418,0.950433456539148,-5.0,-5.0,-0.25,0.2527328245482466
3558,0.982257120455876,0.9545029554900096,0.9504222838441242,-5.0,-5.0,-0.25,0.25273387038644696
3559,0.9822538810386456,0.954493406199236,0.9504111132684874,-5.0,-5.0,-0.25,0.2527349162524045
3560,0.9822506410901958,0.954483855327506,0.9503999408378015,-5.0,-5.0,-0.25,0.252735962518225
3561,0.9822474008410186,0.954474303554268,0.9503887673468704,-5.0,-5.0,-0.25,0.25273700910956565
3562,0.9822441612132208,0.9544647535977588,0.9503775959754384,-5.0,-5.0,-0.25,0.25273805572855584
3563,0.982240921284696,0.9544552027397412,0.9503664235437596,-5.0,-5.0,-0.25,0.25273910267306593
3564,0.9822376804560152,0.9544456492131744,0.9503552479847772,-5.0,-5.0,-0.25,0.25274015013692236
3565,0.9822344405253846,0.9544360983189272,0.9503440754993592,-5.0,-5.0,-0.25,0.25274119753893093
3566,0.9822172949411228,0.9543854952741934,0.9502848651824488,-5.0,-5.0,-0.25,0.25274675113525946
3567,0.9824090807563932,0.9549516708869388,0.9509473783205636,-5.0,-5.0,-0.25,0.25268497604466983
3568,0.9824058445675194,0.9549421317995344,0.95093621994399,-5.0,-5.0,-0.25,0.25268601015276865
3569,0.9824098392955544,0.9549539376701702,0.9509500379363932,-5.0,-5.0,-0.25,0.2526847301317362
3570,0.9824102893024904,0.9549552798821792,0.9509516120939464,-5.0,-5.0,-0.25,0.2526845845445488
3571,0.9824070531416808,0.954945740882132,0.950940453821528,-5.0,-5.0,-0.25,0.25268561855752864
3572,0.9824038171412096,0.9549362023397576,0.9509292960788196,-5.0,-5.0,-0.25,0.2526866527470417
3573,0.982400579504838,0.954926658960388,0.9509181326723618,-5.0,-5.0,-0.25,0.25268768768730326
3574,0.9824003607305716,0.9549260272708204,0.9509173971805812,-5.0,-5.0,-0.25,0.2526877561097668
3575,0.9823977301642594,0.9549182759489804,0.9509083307250332,-5.0,-5.0,-0.25,0.25268859686949263
3576,0.9821722782400846,0.9542527347869276,0.950129548875156,-5.0,-5.0,-0.25,0.2527613509165098
3577,0.9821772652909264,0.9542674718527194,0.9501467974581452,-5.0,-5.0,-0.25,0.2527597279034655
3578,0.9821740240472312,0.954257916809254,0.9501356200133112,-5.0,-5.0,-0.25,0.25276077999237734
3579,0.9821707813954916,0.954248357599896,0.9501244376895446,-5.0,-5.0,-0.25,0.2527618327670692
3580,0.9821675402418084,0.9542388027917148,0.950113260508568,-5.0,-5.0,-0.25,0.2527628852840245
3581,0.9821642987871684,0.9542292470812888,0.9501020822664616,-5.0,-5.0,-0.25,0.252763938127321
3582,0.982161056155042,0.954219687884628,0.9500908999404756,-5.0,-5.0,-0.25,0.25276499158181803
3583,0.9821578145597392,0.954210131729456,0.9500797211667265,-5.0,-5.0,-0.25,0.2527660449281551
3584,0.982164822339168,0.9542308339739634,0.9501039499286458,-5.0,-5.0,-0.25,0.2527637629668177
3585,0.9821636410757894,0.9542273603908162,0.9500998888179528,-5.0,-5.0,-0.25,0.2527641456662231
3586,0.98216039930809,0.9542178037383492,0.9500887094668448,-5.0,-5.0,-0.25,0.25276519888503607
3587,0.98215715793139,0.954208248223503,0.950077531440835,-5.0,-5.0,-0.25,0.25276625220544324
3588,0.9821539153771512,0.9541986892222528,0.950066349330743,-5.0,-5.0,-0.25,0.2527673061372425
3589,0.9821445678748816,0.9541711069358402,0.9500340768227435,-5.0,-5.0,-0.25,0.2527703486874082
3590,0.982138196186163,0.9541523098937014,0.9500120845574612,-5.0,-5.0,-0.25,0.2527724232069288
3591,0.9821349529880212,0.9541427489070204,0.9500009000916332,-5.0,-5.0,-0.25,0.2527734786870958
3592,0.9821317108268554,0.95413319096231,0.9499897191786169,-5.0,-5.0,-0.25,0.2527745340585543
3593,0.9821284688260332,0.9541236334752508,0.9499785387952692,-5.0,-5.0,-0.25,0.2527755896065358
3594,0.9821303532276218,0.9541292104772656,0.9499850684550508,-5.0,-5.0,-0.25,0.25277497349232725
3595,0.9821281396693696,0.954122689220053,0.9499774409992952,-5.0,-5.0,-0.25,0.25277569372252817
3596,0.98212489736142,0.9541131308104674,0.9499662595304208,-5.0,-5.0,-0.25,0.25277674962186714
3597,0.9821216538756324,0.9541035689135288,0.9499550739763292,-5.0,-5.0,-0.25,0.2527778061336663
3598,0.9821184114268996,0.9540940100588058,0.9499438919753403,-5.0,-5.0,-0.25,0.2527788625364775
3599,0.9823815852592692,0.9549872085317724,0.9510798863524468,-5.0,-5.0,0.0,0.25236486872651404
3600,0.9823756769089464,0.9549697852406024,0.951059504598594,-5.0,-5.0,0.0,0.2523667545479152
3601,0.982372439525636,0.9549602441801036,0.9510483449364768,-5.0,-5.0,0.0,0.2523677875130257
3602,0.982369202533032,0.9549507042561322,0.9510371865980544,-5.0,-5.0,0.0,0.25236882058128673
3603,0.982365964364718,0.9549411608522071,0.951026024183674,-5.0,-5.0,0.0,0.2523698542526956
3604,0.982362726771384,0.9549316191278902,0.9510148637281992,-5.0,-5.0,0.0,0.2523708879684706
3605,0.9823594893384028,0.95492207786121,0.9510037038023568,-5.0,-5.0,0.0,0.25237192186091995
3606,0.982356250946166,0.954912533752486,0.9509925405466788,-5.0,-5.0,0.0,0.25237295628768214
3607,0.9823530133869608,0.9549029920838972,0.9509813801394588,-5.0,-5.0,0.0,0.25237399067626903
3608,0.9823497759881188,0.9548934508729776,0.9509702202619092,-5.0,-5.0,0.0,0.25237502524149186
3609,0.9822875823730942,0.9545935913567491,0.9505285265620548,-5.0,-5.0,-0.25,0.2527239491840946
3610,0.9822807759574426,0.9545735109699968,0.9505050324066678,-5.0,-5.0,-0.25,0.2527261443116642
3611,0.9822705529069228,0.9545433449889796,0.9504697370455536,-5.0,-5.0,-0.25,0.25272944386367685
3612,0.9822526238358924,0.9544904306277744,0.950407822661288,-5.0,-5.0,-0.25,0.252735237159175
3613,0.9822496687390068,0.9544817194365464,0.950397632469289,-5.0,-5.0,-0.25,0.25273619149499
3614,0.982249848212736,0.9544822612454876,0.9503982695859844,-5.0,-5.0,-0.25,0.2527361320449298
3615,0.9822475292467476,0.9544754278554268,0.950390276682352,-5.0,-5.0,-0.25,0.25273688076722256
3616,0.9822445742872083,0.9544667170472696,0.9503800869302776,-5.0,-5.0,-0.25,0.25273783538587136
3617,0.9822416190387392,0.9544580053749012,0.9503698961625404,-5.0,-5.0,-0.25,0.2527387902878574
3618,0.9822386632477308,0.9544492920907108,0.9503597035045948,-5.0,-5.0,-0.25,0.2527397455552083
3619,0.982235708112972,0.9544405807285709,0.9503495130903084,-5.0,-5.0,-0.25,0.25274070080048344
3620,0.9822327524587114,0.9544318678225152,0.9503393208652484,-5.0,-5.0,-0.25,0.2527416564037314
3621,0.982229796261862,0.9544231533044808,0.9503291267497932,-5.0,-5.0,-0.25,0.25274261237251994
3622,0.9822268407212849,0.9544144407085658,0.9503189348780788,-5.0,-5.0,-0.25,0.252743568319154
3623,0.9822238851222792,0.9544057279279196,0.950308742785542,-5.0,-5.0,-0.25,0.2527445244747411
3624,0.9822209289806546,0.9543970135351968,0.9502985488024928,-5.0,-5.0,-0.25,0.25274548099597904
3625,0.9822179734953416,0.9543883010647192,0.9502883570633344,-5.0,-5.0,-0.25,0.2527464374949188
3626,0.982217447016464,0.9543867589351466,0.9502865556707116,-5.0,-5.0,-0.25,0.25274660674906696
3627,0.9822196068980502,0.954393146858836,0.9502940336029312,-5.0,-5.0,-0.25,0.252745905263883
3628,0.9822166511571974,0.9543844336288936,0.9502838409731604,-5.0,-5.0,-0.25,0.2527468619299018
3629,0.9822278576207016,0.954417531615974,0.9503225748438926,-5.0,-5.0,-0.25,0.2527432285194357
3630,0.9822842147747683,0.9547002266790284,0.9507442143650502,-5.0,-5.0,0.0,0.252396025463797
3631,0.9822812603207736,0.9546915190692647,0.9507340293998672,-5.0,-5.0,0.0,0.2523969740196221
3632,0.9822783053474456,0.9546828099164156,0.9507238426250912,-5.0,-5.0,0.0,0.25239792293203345
3633,0.982275350062202,0.954674099831796,0.950713654755752,-5.0,-5.0,0.0,0.25239887213450535
3634,0.9822723954331376,0.9546653916686622,0.950703469129201,-5.0,-5.0,0.0,0.25239982131606525
3635,0.9822694402847012,0.9546566819623208,0.9506932816929105,-5.0,-5.0,0.0,0.2524007708543493
3636,0.9822037697823875,0.954346509338938,0.9502394906118136,-5.0,-5.0,-0.25,0.25275102765703483
3637,0.9821787256379952,0.9542725858548704,0.9501529904164764,-5.0,-5.0,-0.25,0.25275915929435294
3638,0.9821757688562156,0.9542638693843308,0.9501427939306042,-5.0,-5.0,-0.25,0.2527601189283034
3639,0.9821728115315906,0.9542551513009936,0.9501325955533552,-5.0,-5.0,-0.25,0.2527610789287142
3640,0.9821698550940816,0.9542464358203344,0.9501224002159754,-5.0,-5.0,-0.25,0.25276203883136206
3641,0.9821668981367836,0.9542377187948446,0.9501122030667256,-5.0,-5.0,-0.25,0.2527629990930096
3642,0.9821639408672532,0.9542290008363904,0.9501020048213628,-5.0,-5.0,-0.25,0.25276395964633463
3643,0.9821609842542351,0.9542202848008088,0.950091808820638,-5.0,-5.0,-0.25,0.2527649201766462
3644,0.9821580273520516,0.9542115679002632,0.9500816118033464,-5.0,-5.0,-0.25,0.25276588099113706
3645,0.9821550699069516,0.9542028493866934,0.9500714128944064,-5.0,-5.0,-0.25,0.25276684217234224
3646,0.9821485685964644,0.9541836684620516,0.950048971120058,-5.0,-5.0,-0.25,0.25276895756245754
3647,0.9821382344550702,0.9541531719441696,0.950013288073275,-5.0,-5.0,-0.25,0.2527723228402041
3648,0.9821352766163722,0.9541444521873554,0.9500030876784163,-5.0,-5.0,-0.25,0.25277328542423166
3649,0.982125378838036,0.9541152415796672,0.9499689087410466,-5.0,-5.0,-0.25,0.2527765116147689
3650,0.9821188954981488,0.9540961123480624,0.9499465270696736,-5.0,-5.0,-0.25,0.2527786254760774
3651,0.9821122293400482,0.9540764451523986,0.9499235163355356,-5.0,-5.0,-0.25,0.2527807997226105
3652,0.9823812584914884,0.9549869040648574,0.9510796984358278,-5.0,-5.0,0.0,0.2523648973815698
3653,0.982378305979112,0.9549782025731726,0.9510695207788334,-5.0,-5.0,0.0,0.25236583907026056
3654,0.9823753526944528,0.9549694987930196,0.9510593404404504,-5.0,-5.0,0.0,0.2523667811948603
3655,0.9823723996049226,0.9549607955755052,0.951049160755461,-5.0,-5.0,0.0,0.25236772344681235
3656,0.9823731995165929,0.9549631677409628,0.9510519391046748,-5.0,-5.0,0.0,0.2523674665103115
3657,0.982377780175018,0.9549766971807684,0.9510677713012188,-5.0,-5.0,0.0,0.252366001716871
3658,0.9823748272042272,0.9549679943225476,0.9510575920401904,-5.0,-5.0,0.0,0.2523669437741597
3659,0.9823718748662388,0.954959293316862,0.95104741494128,-5.0,-5.0,0.0,0.25236788581908964
3660,0.9823689213182724,0.9549505887327406,0.9510372336521716,-5.0,-5.0,0.0,0.25236882843971997
3661,0.9823481186011932,0.954889205416408,0.950965417819261,-5.0,-5.0,0.0,0.25237548147726013
3662,0.982308745289828,0.95477301269779,0.950829473952012,-5.0,-5.0,0.0,0.25238810075274515
3663,0.9823057904869522,0.954764304153573,0.950819287931287,-5.0,-5.0,0.0,0.2523890478342939
3664,0.9823208730771652,0.9548088310676304,0.9508713882804704,-5.0,-5.0,0.0,0.252384206883858
3665,0.9823215556125922,0.9548108577556595,0.9508737626645126,-5.0,-5.0,0.0,0.2523839865837403
3666,0.9823186012966568,0.954802150698808,0.9508635784035868,-5.0,-5.0,0.0,0.25238493268443013
3667,0.9823156471528351,0.9547934441367628,0.9508533947167136,-5.0,-5.0,0.0,0.25238587891975506
3668,0.9823126931811368,0.954784738069554,0.95084321160393,-5.0,-5.0,0.0,0.2523868252896797
3669,0.9823097386902404,0.9547760304596888,0.9508330266820664,-5.0,-5.0,0.0,0.2523877720157185
3670,0.98230678437146,0.9547673233446357,0.9508228423342628,-5.0,-5.0,0.0,0.25238871887638376
3671,0.9823038304552588,0.95475861740363,0.9508126593549934,-5.0,-5.0,0.0,0.2523896657977576
3672,0.9823008755589148,0.954749908561437,0.9508024729776228,-5.0,-5.0,0.0,0.25239061322314843
3673,0.982297921295604,0.9547412015724996,0.950792288763228,-5.0,-5.0,0.0,0.2523915606353596
3674,0.9822859556717088,0.954705898357371,0.9507509864486492,-5.0,-5.0,0.0,0.2523954041729293
3675,0.982281159095346,0.9546917538707036,0.9507344402271404,-5.0,-5.0,0.0,0.2523969449350253
3676,0.9822782042104228,0.9546830449674412,0.9507242537423968,-5.0,-5.0,0.0,0.2523978938143371
3677,0.9822752497281309,0.9546743372383872,0.9507140686263784,-5.0,-5.0,0.0,0.25239884275417246
3678,0.9822722942654832,0.9546656266074705,0.9507038801114504,-5.0,-5.0,0.0,0.2523997921987846
3679,0.9822693394359652,0.9546569178301096,0.950693693759856,-5.0,-5.0,0.0,0.25240074162987464
3680,0.9822663847785924,0.9546482095476492,0.9506835079824256,-5.0,-5.0,0.0,0.25240169119548717
3681,0.9822634291407984,0.9546394983631172,0.9506733188058344,-5.0,-5.0,0.0,0.252402641266112
3682,0.9822604739056436,0.9546307883528184,0.9506631309979988,-5.0,-5.0,0.0,0.25240359139722984
3683,0.9822575188426276,0.9546220788373988,0.9506529437642997,-5.0,-5.0,0.0,0.25240454166289417
3684,0.982254563260173,0.9546133677785564,0.9506427547206032,-5.0,-5.0,0.0,0.25240549228553116
3685,0.9822516080803828,0.9546046578940268,0.9506325670457554,-5.0,-5.0,0.0,0.25240644296857123
3686,0.982248652842205,0.9545959478249384,0.9506223791503284,-5.0,-5.0,0.0,0.2524073938603031
3687,0.9822456970845498,0.9545872362123048,0.9506121894447565,-5.0,-5.0,0.0,0.2524083451091456
